STATE,RESIDENTIAL,GENDER,AGE,WEIGHT (kg),HEIGHT (cm),BMI (kg/m2),CLASS (BMI),POWER (cm),SPEED (sec),FLEXIBILITY (cm),COORDINATION (no.)
KUALA LUMPUR,URBAN,M,7.1,18.8,107.5,16.3,NORMAL,94,5.28,26.5,5
KUALA LUMPUR,URBAN,M,7,33.8,124,22,OBESITY,90,4.9,19.5,7
KUALA LUMPUR,URBAN,M,7.1,16.9,116,12.6,THINNESS,104,4.41,20,1
KUALA LUMPUR,URBAN,M,7,40.1,125,25.7,OBESITY,89,5.23,25.5,6
KUALA LUMPUR,URBAN,M,7,30.8,121.5,20.9,OBESITY,95,5.47,12,10
KUALA LUMPUR,URBAN,M,7.1,35.2,124,22.9,OBESITY,90,6.06,26,7
KUALA LUMPUR,URBAN,M,7.1,20.3,120,14.1,NORMAL,86,4.84,21,5
KUALA LUMPUR,URBAN,M,7.1,27.4,126,17.3,OVERWEIGHT,69,5.13,29.5,1
KUALA LUMPUR,URBAN,M,7,21.3,114.5,16.2,NORMAL,102,5.53,25.5,1
KUALA LUMPUR,URBAN,M,7.1,35,125,22.4,OBESITY,94,5.19,20.5,2
KUALA LUMPUR,URBAN,M,7.1,20.3,116.5,15,NORMAL,96,5.88,24,2
KUALA LUMPUR,URBAN,M,7.1,43.1,132,24.7,OBESITY,88,5.72,16,1
LABUAN,URBAN,M,7.1,18.5,120.8,12.7,THINNESS,104,4.75,22,7
LABUAN,URBAN,M,7,19,118.5,13.5,NORMAL,104,4.9,24,5
MELAKA,RURAL,M,7.1,23,121,15.7,NORMAL,95,4.67,30.5,4
MELAKA,RURAL,M,7,18.7,116,13.9,NORMAL,104,4.9,25,8
MELAKA,URBAN,M,7,22.1,120,15.3,NORMAL,92,4.29,22,7
MELAKA,RURAL,M,7.1,44,130,26,OBESITY,95,5.28,26,9
MELAKA,RURAL,M,7,40.2,107,35.1,OBESITY,99,5.37,28,7
MELAKA,RURAL,M,7.1,19.3,119.8,13.4,NORMAL,92,5.05,27,6
MELAKA,RURAL,M,7.1,26.6,120,18.5,OVERWEIGHT,97,4.39,23,2
MELAKA,RURAL,M,7,16.5,115,12.5,THINNESS,99,4.72,27,1
MELAKA,RURAL,M,7,21.9,119,15.5,NORMAL,83,4.89,19.5,8
MELAKA,RURAL,M,7.1,18.3,115,13.8,NORMAL,102,5.5,22,7
MELAKA,URBAN,M,7.1,19,114,14.6,NORMAL,100,4.59,23,1
MELAKA,URBAN,M,7.1,21.5,125,13.8,NORMAL,101,5.06,23,3
MELAKA,RURAL,M,7.1,36.5,124.5,23.5,OBESITY,84,5.6,16.5,7
MELAKA,RURAL,M,7.1,21,118,15.1,NORMAL,70,5.85,22,5
MELAKA,RURAL,M,7.1,17.2,76.5,29.4,OBESITY,81,5.67,26,1
MELAKA,URBAN,M,7,22.5,117,16.4,NORMAL,66,5.14,22,2
MELAKA,RURAL,M,7.1,24.8,120,17.2,OVERWEIGHT,84,5.79,11.5,2
NEGERI SEMBILAN,URBAN,M,7,20,117,14.6,NORMAL,121,5.22,27,6
NEGERI SEMBILAN,URBAN,M,7,18,116,13.4,NORMAL,103,5.35,31,6
NEGERI SEMBILAN,URBAN,M,7.1,21,120,14.6,NORMAL,105,4.69,29,1
NEGERI SEMBILAN,URBAN,M,7.1,24,122,16.1,NORMAL,100,5.28,25,10
NEGERI SEMBILAN,URBAN,M,7,21,110,17.4,OVERWEIGHT,122,5.06,18,8
NEGERI SEMBILAN,RURAL,M,7.1,19.5,121,13.3,NORMAL,99,4.71,23,7
NEGERI SEMBILAN,URBAN,M,7,20,116.5,14.7,NORMAL,101,5.1,29,5
NEGERI SEMBILAN,URBAN,M,7.1,16.4,111,13.3,NORMAL,103,5.1,29.5,4
NEGERI SEMBILAN,URBAN,M,7,16,110.5,13.1,NORMAL,99,4.92,27,5
NEGERI SEMBILAN,RURAL,M,7,18,106,16,NORMAL,126,5.1,28,1
NEGERI SEMBILAN,RURAL,M,7.1,20,115,15.1,NORMAL,116,5.35,25,6
NEGERI SEMBILAN,RURAL,M,7.1,23,120.5,15.8,NORMAL,114,4.77,23,3
NEGERI SEMBILAN,URBAN,M,7.1,25,121,17.1,OVERWEIGHT,82,4.92,34,2
NEGERI SEMBILAN,RURAL,M,7,20.7,120,14.4,NORMAL,120,5.15,26.5,1
NEGERI SEMBILAN,RURAL,M,7,20,110.5,16.4,NORMAL,90,4.92,29,2
NEGERI SEMBILAN,RURAL,M,7.1,18,115.5,13.5,NORMAL,152,5.16,22,1
NEGERI SEMBILAN,URBAN,M,7.1,23,118,16.5,NORMAL,100,5.06,18,8
NEGERI SEMBILAN,RURAL,M,7.1,19.2,117,14,NORMAL,100,5.46,31,2
NEGERI SEMBILAN,RURAL,M,7.1,17.6,117,12.9,THINNESS,83,5.04,26,6
NEGERI SEMBILAN,URBAN,M,7,17,117.5,12.3,THINNESS,61,5,32,1
NEGERI SEMBILAN,URBAN,M,7,18,112.5,14.2,NORMAL,91,5.04,26.5,3
NEGERI SEMBILAN,URBAN,M,7.1,14.1,109,11.9,SEVERE THINNESS,108,5.23,22,3
NEGERI SEMBILAN,URBAN,M,7,24,116,17.8,OVERWEIGHT,93,5.38,21,6
NEGERI SEMBILAN,URBAN,M,7,24.56,114,18.9,OVERWEIGHT,79,5.47,32,1
NEGERI SEMBILAN,URBAN,M,7.1,24.5,119,17.3,OVERWEIGHT,101,5.09,16,4
NEGERI SEMBILAN,URBAN,M,7,18,119.9,12.5,THINNESS,96,5.19,26,1
NEGERI SEMBILAN,RURAL,M,7,21,115.9,15.6,NORMAL,106,5.24,19,2
NEGERI SEMBILAN,RURAL,M,7.1,24,121,16.4,NORMAL,74,4.83,9.5,2
NEGERI SEMBILAN,URBAN,M,7,27,121.5,18.3,OVERWEIGHT,72,5.98,21.5,6
NEGERI SEMBILAN,URBAN,M,7,19,115,14.4,NORMAL,87,5.03,20,1
NEGERI SEMBILAN,URBAN,M,7,18,122,12.1,SEVERE THINNESS,95,5.49,22.5,1
NEGERI SEMBILAN,RURAL,M,7,46,126,29,OBESITY,74,6.04,25,2
NEGERI SEMBILAN,URBAN,M,7,26,126.5,16.2,NORMAL,80,5.78,17,4
NEGERI SEMBILAN,RURAL,M,7.1,17.6,117,12.9,THINNESS,96,6.23,20,1
NEGERI SEMBILAN,URBAN,M,7,20,120,13.9,NORMAL,84,5.31,19,1
PAHANG,URBAN,M,7.1,24,112,19.1,OBESITY,96,4.1,32.5,8
PAHANG,RURAL,M,7.1,19,116,14.1,NORMAL,117,4.59,31,7
PAHANG,RURAL,M,7.1,23,118,16.5,NORMAL,155,4.43,28,5
PAHANG,RURAL,M,7.1,19.52,116.2,14.5,NORMAL,105,4.79,32,9
PAHANG,URBAN,M,7.1,23.8,122,16,NORMAL,126,4.35,25,7
PAHANG,URBAN,M,7.1,22,124.5,14.2,NORMAL,117,4.3,26,7
PAHANG,RURAL,M,7.1,26,118,18.7,OVERWEIGHT,122,4.85,28.5,7
PAHANG,RURAL,M,7.1,21.5,121,14.7,NORMAL,121,4.17,23.5,7
PAHANG,URBAN,M,7.1,20,118,14.4,NORMAL,106,4.33,26,8
PAHANG,RURAL,M,7,27,116,20.1,OBESITY,107,5.03,35,7
PAHANG,RURAL,M,7.1,21.5,119.5,15.1,NORMAL,125,3.04,23,5
PAHANG,URBAN,M,7.1,25.1,126,15.8,NORMAL,106,4.67,29,7
PAHANG,URBAN,M,7,18,108,15.4,NORMAL,100,4.42,34,4
PAHANG,URBAN,M,7,19,117.5,13.8,NORMAL,119,4.66,29,4
PAHANG,URBAN,M,7.1,25,128,15.3,NORMAL,125,4.23,23,5
PAHANG,URBAN,M,7,17,120,11.8,SEVERE THINNESS,108,4.6,32,3
PAHANG,URBAN,M,7.1,20.1,121.2,13.7,NORMAL,108,4.67,32,3
PAHANG,RURAL,M,7,20.5,118,14.7,NORMAL,100,4.56,32,4
PAHANG,RURAL,M,7.1,26,124,16.9,NORMAL,104,3.04,26,4
PAHANG,RURAL,M,7.1,16,108,13.7,NORMAL,122,4.32,23.5,4
PAHANG,RURAL,M,7,21,125,13.4,NORMAL,104,3.43,28,1
PAHANG,RURAL,M,7.1,24,115,18.1,OVERWEIGHT,101,4.92,27,8
PAHANG,URBAN,M,7.1,27,123.5,17.7,OVERWEIGHT,105,4.73,26,6
PAHANG,URBAN,M,7.1,29,127,18,OVERWEIGHT,112,5.17,26.5,7
PAHANG,RURAL,M,7,19.3,119,13.6,NORMAL,109,5.25,35,3
PAHANG,RURAL,M,7.1,35.5,121.5,24,OBESITY,64,3.5,21,8
PAHANG,RURAL,M,7,19.31,114.8,14.7,NORMAL,107,4.79,28,2
PAHANG,URBAN,M,7,26,120,18.1,OVERWEIGHT,90,4.67,25,7
PAHANG,URBAN,M,7.1,17.6,109,14.8,NORMAL,101,4.98,31,2
PAHANG,URBAN,M,7,38,126,23.9,OBESITY,79,4.92,28.5,7
PAHANG,RURAL,M,7.1,19.43,114.6,14.8,NORMAL,96,5.18,29,6
PAHANG,URBAN,M,7.1,18,124,11.7,SEVERE THINNESS,73,4.54,30,3
PAHANG,URBAN,M,7.1,22.2,122,14.9,NORMAL,118,5.1,27.5,1
PAHANG,RURAL,M,7,15.6,108,13.4,NORMAL,105,5.3,26,6
PAHANG,URBAN,M,7,19,115,14.4,NORMAL,89,4.2,24.5,3
PAHANG,URBAN,M,7.1,23.05,119,16.3,NORMAL,92,5.48,30,4
PAHANG,RURAL,M,7,30,129.5,17.9,OVERWEIGHT,121,5.46,23,3
PAHANG,RURAL,M,7,34,125,21.8,OBESITY,75,6.71,31,6
PAHANG,URBAN,M,7.1,25,125,16,NORMAL,93,5.06,29.5,1
PAHANG,RURAL,M,7,22,129,13.2,NORMAL,98,4.73,24,1
PAHANG,RURAL,M,7.1,21,120,14.6,NORMAL,93,5.06,28,1
PAHANG,URBAN,M,7.1,20.3,119,14.3,NORMAL,91,8.54,19.5,10
PAHANG,RURAL,M,7.1,22,119,15.5,NORMAL,91,4.67,19,4
PAHANG,URBAN,M,7.1,23.5,119.2,16.5,NORMAL,99,5.1,26,1
PAHANG,RURAL,M,7,27,132,15.5,NORMAL,82,4.73,25,2
PAHANG,RURAL,M,7.1,17,112.5,13.4,NORMAL,111,5.6,24,2
PAHANG,RURAL,M,7.1,24,123,15.9,NORMAL,89,6.1,28,4
PAHANG,URBAN,M,7,20,124,13,THINNESS,84,4.92,24.5,3
PAHANG,RURAL,M,7.1,35,126,22,OBESITY,92,5.56,23,5
PAHANG,URBAN,M,7.1,29,124,18.9,OVERWEIGHT,77,5.04,23,4
PAHANG,RURAL,M,7.1,20,114,15.4,NORMAL,92,5.1,20,2
PAHANG,RURAL,M,7.1,24.12,113.2,18.8,OVERWEIGHT,87,5.15,21,2
PAHANG,URBAN,M,7,19.9,119.3,14,NORMAL,79,4.96,13.5,3
PAHANG,RURAL,M,7,21,113.5,16.3,NORMAL,90,5.17,15,2
PAHANG,RURAL,M,7.1,36.5,126,23,OBESITY,84,6.35,26.5,1
PAHANG,URBAN,M,7.1,23,116,17.1,OVERWEIGHT,100,5.67,21,1
PAHANG,URBAN,M,7.1,38.5,135,21.1,OBESITY,87,5.43,18,3
PAHANG,RURAL,M,7,18,110,14.9,NORMAL,80,5.25,20,2
PAHANG,RURAL,M,7.1,29,123,19.2,OBESITY,96,6,15,2
PAHANG,RURAL,M,7,21.9,127.5,13.5,NORMAL,55,6.16,26,1
PAHANG,URBAN,M,7.1,26,127,16.1,NORMAL,90,6.04,17,1
PAHANG,RURAL,M,7.1,20.16,114.4,15.4,NORMAL,50,7.88,11,1
PERAK,RURAL,M,7.1,18,111,14.6,NORMAL,124,4.79,27,8
PERAK,RURAL,M,7,20,113,15.7,NORMAL,109,4.68,27,9
PERAK,RURAL,M,7,16.6,113,13,THINNESS,122,4.23,28,3
PERAK,RURAL,M,7.1,21,122,14.1,NORMAL,113,4.84,26.5,9
PERAK,RURAL,M,7,25,119,17.7,OVERWEIGHT,118,4.68,31,4
PERAK,URBAN,M,7.1,18.45,118,13.3,NORMAL,110,4.54,22.5,10
PERAK,RURAL,M,7,22,117,16.1,NORMAL,106,4.3,21,10
PERAK,URBAN,M,7.1,27,128,16.5,NORMAL,97,4.69,34,6
PERAK,RURAL,M,7.1,18,113,14.1,NORMAL,109,4.59,33,3
PERAK,RURAL,M,7.1,21,122,14.1,NORMAL,117,4.37,28,3
PERAK,RURAL,M,7,16.5,109,13.9,NORMAL,109,4.23,29,3
PERAK,RURAL,M,7.1,41,128,25,OBESITY,105,4.8,27.5,8
PERAK,RURAL,M,7.1,19,117,13.9,NORMAL,111,5.03,26,10
PERAK,URBAN,M,7,15,102.1,14.4,NORMAL,116,5.13,31,6
PERAK,RURAL,M,7.1,26,125,16.6,NORMAL,90,4.19,28,7
PERAK,RURAL,M,7,32,131,18.6,OVERWEIGHT,82,4.71,33,8
PERAK,RURAL,M,7.1,23,120,16,NORMAL,103,4.25,27.5,5
PERAK,URBAN,M,7.1,24,117,17.5,OVERWEIGHT,84,4.31,28,8
PERAK,RURAL,M,7,21,118,15.1,NORMAL,144,5.25,28,6
PERAK,URBAN,M,7.1,18.4,117,13.4,NORMAL,133,4.12,18,5
PERAK,RURAL,M,7.1,22,116,16.3,NORMAL,110,4.6,25,6
PERAK,URBAN,M,7.1,36,126,22.7,OBESITY,85,4.03,24,9
PERAK,URBAN,M,7,38.4,133,21.7,OBESITY,80,4.53,27,9
PERAK,RURAL,M,7,23.9,120,16.6,NORMAL,116,5.38,30,6
PERAK,RURAL,M,7,20.06,116.6,14.8,NORMAL,105,4.29,19,7
PERAK,RURAL,M,7.1,19,113.7,14.7,NORMAL,99,4.73,29,5
PERAK,URBAN,M,7.1,19,114,14.6,NORMAL,110,4.7,24,6
PERAK,URBAN,M,7.1,17,120,11.8,SEVERE THINNESS,104,5.43,28,8
PERAK,RURAL,M,7,19,116.8,13.9,NORMAL,101,4.81,31.5,2
PERAK,URBAN,M,7.1,23,119,16.2,NORMAL,104,5.81,32.5,6
PERAK,RURAL,M,7,26,121,17.8,OVERWEIGHT,132,5,28.5,1
PERAK,RURAL,M,7,22,123,14.5,NORMAL,114,4.81,29,1
PERAK,URBAN,M,7.1,21,116,15.6,NORMAL,109,4.93,32,1
PERAK,RURAL,M,7,19.5,114,15,NORMAL,105,5.1,23,9
PERAK,URBAN,M,7,24.5,120,17,OVERWEIGHT,109,4.43,22,4
PERAK,URBAN,M,7.1,23,120,16,NORMAL,85,4.79,30.5,4
PERAK,URBAN,M,7.1,19,117,13.9,NORMAL,132,4.92,23.5,2
PERAK,RURAL,M,7.1,20,120,13.9,NORMAL,91,4.25,27,2
PERAK,URBAN,M,7.1,34,122,22.8,OBESITY,96,4.42,26.5,2
PERAK,URBAN,M,7.1,30,127,18.6,OVERWEIGHT,98,4.56,18.5,7
PERAK,RURAL,M,7,25,119.5,17.5,OVERWEIGHT,126,6.06,25,6
PERAK,URBAN,M,7.1,17,113,13.3,NORMAL,101,5.34,31,4
PERAK,URBAN,M,7.1,19,117,13.9,NORMAL,89,5.37,28.5,8
PERAK,URBAN,M,7.1,18,119,12.7,THINNESS,89,4.81,27.5,5
PERAK,URBAN,M,7.1,22,120,15.3,NORMAL,78,4.18,26,4
PERAK,URBAN,M,7.1,23,111,18.7,OVERWEIGHT,96,4.79,31,1
PERAK,URBAN,M,7,19.7,120,13.7,NORMAL,86,3.84,21,5
PERAK,RURAL,M,7.1,20,120,13.9,NORMAL,101,4.85,24,5
PERAK,URBAN,M,7,15.98,109.7,13.3,NORMAL,89,4.85,25,6
PERAK,URBAN,M,7.1,15,109,12.6,THINNESS,89,6.11,30,7
PERAK,URBAN,M,7.1,27,119.5,18.9,OVERWEIGHT,97,4.98,18,8
PERAK,URBAN,M,7.1,23.5,119.5,16.5,NORMAL,113,5.81,27.5,3
PERAK,URBAN,M,7,36.8,127.5,22.6,OBESITY,106,5.1,19.5,6
PERAK,URBAN,M,7.1,16,109,13.5,NORMAL,95,5.15,27,4
PERAK,URBAN,M,7,18.7,114.2,14.3,NORMAL,97,5.69,31.5,2
PERAK,RURAL,M,7.1,17,106,15.1,NORMAL,86,5.48,28,6
PERAK,RURAL,M,7.1,21,118,15.1,NORMAL,100,4.12,15,1
PERAK,URBAN,M,7,23,120,16,NORMAL,111,5.22,26.5,1
PERAK,URBAN,M,7.1,26.5,121.6,17.9,OVERWEIGHT,97,4.72,19,4
PERAK,URBAN,M,7.1,18,111,14.6,NORMAL,98,4.6,21,2
PERAK,URBAN,M,7.1,37,126,23.3,OBESITY,100,5.73,25.5,5
PERAK,URBAN,M,7,19,119,13.4,NORMAL,93,4.85,26,1
PERAK,URBAN,M,7,23.5,121.5,15.9,NORMAL,72,4.73,27,1
PERAK,URBAN,M,7.1,21,119,14.8,NORMAL,85,5.27,24,6
PERAK,URBAN,M,7,36,131,21,OBESITY,105,6.09,28,1
PERAK,RURAL,M,7.1,18,114.5,13.7,NORMAL,99,5.5,21.5,5
PERAK,URBAN,M,7.1,23,129,13.8,NORMAL,96,4.53,13,1
PERAK,RURAL,M,7,25,125,16,NORMAL,97,4.81,21,1
PERAK,RURAL,M,7,16,110,13.2,NORMAL,77,5.17,25,4
PERAK,URBAN,M,7.1,29,129,17.4,OVERWEIGHT,67,5.67,27,5
PERAK,URBAN,M,7.1,18,112,14.3,NORMAL,72,4.93,27,1
PERAK,RURAL,M,7,39,122,26.2,OBESITY,76,7.14,36,1
PERAK,URBAN,M,7.1,15.5,114.5,11.8,SEVERE THINNESS,124,5.37,10.5,1
PERAK,URBAN,M,7,18.5,118,13.3,NORMAL,112,5.68,19,2
PERAK,RURAL,M,7.1,16.5,113,12.9,THINNESS,96,5.48,24,2
PERAK,RURAL,M,7,18.5,117.4,13.4,NORMAL,57,3.99,14,1
PERAK,URBAN,M,7.1,30,135,16.5,NORMAL,79,5.28,26,2
PERAK,URBAN,M,7,25,116,18.6,OVERWEIGHT,81,5.34,26,2
PERAK,URBAN,M,7,20,115,15.1,NORMAL,97,5.97,25.5,1
PERAK,URBAN,M,7,22,124.5,14.2,NORMAL,81,5.6,26,3
PERAK,RURAL,M,7.1,20.5,114,15.8,NORMAL,65,5,18.5,5
PERAK,RURAL,M,7,15.05,118.5,10.7,SEVERE THINNESS,71,5.07,21,4
PERAK,RURAL,M,7.1,19,116,14.1,NORMAL,82,5.16,21.5,3
PERAK,RURAL,M,7.1,15,112,12,SEVERE THINNESS,94,5.6,24,1
PERAK,URBAN,M,7,19.5,113.5,15.1,NORMAL,101,5.35,20,1
PERAK,URBAN,M,7.1,21.5,123,14.2,NORMAL,100,6.12,21,1
PERAK,URBAN,M,7.1,17.5,109,14.7,NORMAL,90,5.06,17.5,1
PERAK,RURAL,M,7.1,16,112,12.8,THINNESS,89,5.47,10,3
PERAK,URBAN,M,7.1,30,127,18.6,OVERWEIGHT,89,6.18,24,1
PERAK,URBAN,M,7,30,119.9,20.9,OBESITY,79,5.31,17,2
PERAK,URBAN,M,7.1,45,128,27.5,OBESITY,62,5.43,16,3
PERAK,URBAN,M,7.1,28,121,19.1,OBESITY,72,7.12,17,1
PERAK,RURAL,M,7.1,15,105.8,13.4,NORMAL,69,5.92,11,1
PERAK,URBAN,M,7.1,16.5,118.5,11.8,SEVERE THINNESS,66,9.17,9,1
PERLIS,RURAL,M,7.1,20.8,118,14.9,NORMAL,132,4.47,34,10
PERLIS,RURAL,M,7,18.5,115,14,NORMAL,116,4.5,25,10
PERLIS,RURAL,M,7.1,15.5,109,13,THINNESS,112,5.28,36,3
PERLIS,RURAL,M,7,21.1,119.4,14.8,NORMAL,87,5.06,30.5,6
PERLIS,RURAL,M,7,18.4,113.5,14.3,NORMAL,105,4.84,24,4
PERLIS,URBAN,M,7,26.9,126.5,16.8,NORMAL,94,4.98,29,1
PERLIS,RURAL,M,7,17.5,115,13.2,NORMAL,102,6.47,23,8
PERLIS,RURAL,M,7,27.8,124,18.1,OVERWEIGHT,80,5.09,25,1
PULAU PINANG,RURAL,M,7.1,18,115.5,13.5,NORMAL,122,4.23,23.5,10
PULAU PINANG,RURAL,M,7,27,124,17.6,OVERWEIGHT,110,4.13,27.5,7
PULAU PINANG,RURAL,M,7,29,124,18.9,OVERWEIGHT,134,4.78,29,6
PULAU PINANG,URBAN,M,7,18.6,116.5,13.7,NORMAL,135,5.04,35,5
PULAU PINANG,URBAN,M,7.1,23,122,15.5,NORMAL,96,4.54,29,10
PULAU PINANG,URBAN,M,7.1,24.2,123,16,NORMAL,120,3.19,29.5,1
PULAU PINANG,RURAL,M,7,22,112,17.5,OVERWEIGHT,123,4.75,34,1
PULAU PINANG,URBAN,M,7.1,21.5,122,14.4,NORMAL,89,4.67,31,8
PULAU PINANG,URBAN,M,7.1,32.8,131.7,18.9,OVERWEIGHT,117,4.95,28,6
PULAU PINANG,URBAN,M,7.1,25,121,17.1,OVERWEIGHT,118,4.67,25.5,6
PULAU PINANG,RURAL,M,7,30,119,21.2,OBESITY,107,4.97,33,4
PULAU PINANG,RURAL,M,7,22,115,16.6,NORMAL,115,4.37,23,6
PULAU PINANG,URBAN,M,7,19.1,115.8,14.2,NORMAL,107,4.56,25,7
PULAU PINANG,URBAN,M,7.1,24,124,15.6,NORMAL,95,4.6,26.5,8
PULAU PINANG,URBAN,M,7,21,132.2,12,SEVERE THINNESS,105,4.92,24,10
PULAU PINANG,URBAN,M,7.1,19.1,115.5,14.3,NORMAL,95,4.79,31.5,5
PULAU PINANG,URBAN,M,7.1,16,113.5,12.4,THINNESS,90,4.67,27,8
PULAU PINANG,URBAN,M,7.1,23.5,120.4,16.2,NORMAL,107,3.37,21,5
PULAU PINANG,URBAN,M,7.1,22,121,15,NORMAL,104,4.1,21,5
PULAU PINANG,RURAL,M,7.1,19,109.5,15.8,NORMAL,104,5.04,32,2
PULAU PINANG,URBAN,M,7.1,23,126,14.5,NORMAL,81,4.04,22.5,8
PULAU PINANG,URBAN,M,7,19,118,13.6,NORMAL,58,4,37,1
PULAU PINANG,URBAN,M,7,20,123,13.2,NORMAL,86,4,30,1
PULAU PINANG,RURAL,M,7,20,119,14.1,NORMAL,95,5.87,32,7
PULAU PINANG,RURAL,M,7.1,22,118.5,15.7,NORMAL,97,4.53,20.5,7
PULAU PINANG,RURAL,M,7,25,123,16.5,NORMAL,85,4.92,32,4
PULAU PINANG,RURAL,M,7,30,127,18.6,OVERWEIGHT,106,5.39,25,8
PULAU PINANG,URBAN,M,7.1,18.1,115.5,13.6,NORMAL,92,4.67,27.5,4
PULAU PINANG,RURAL,M,7.1,14,113.5,10.9,SEVERE THINNESS,106,5.65,27,7
PULAU PINANG,RURAL,M,7.1,17.3,111,14,NORMAL,115,5.63,23.5,7
PULAU PINANG,RURAL,M,7.1,21.5,121.3,14.6,NORMAL,97,4.93,29,2
PULAU PINANG,URBAN,M,7.1,19.6,118,14.1,NORMAL,105,4.46,20,3
PULAU PINANG,URBAN,M,7.1,24.5,120,17,NORMAL,94,4.73,28,1
PULAU PINANG,URBAN,M,7.1,19,120,13.2,NORMAL,105,5.31,30,1
PULAU PINANG,URBAN,M,7,35,132.5,19.9,OBESITY,96,4.1,17.5,3
PULAU PINANG,RURAL,M,7.1,25,125,16,NORMAL,77,5.42,28,8
PULAU PINANG,RURAL,M,7.1,16,108,13.7,NORMAL,92,5.82,26,8
PULAU PINANG,RURAL,M,7.1,30,122,20.2,OBESITY,80,5.54,30.5,5
PULAU PINANG,URBAN,M,7,20,117,14.6,NORMAL,105,5.61,30.5,1
PULAU PINANG,URBAN,M,7.1,28.8,123,19,OVERWEIGHT,91,5,24,4
PULAU PINANG,URBAN,M,7,22,113.5,17.1,OVERWEIGHT,62,4.78,26,4
PULAU PINANG,URBAN,M,7,29,128.8,17.5,OVERWEIGHT,90,5.17,30,1
PULAU PINANG,RURAL,M,7,18,120,12.5,THINNESS,102,5.05,20,3
PULAU PINANG,RURAL,M,7.1,18.5,118,13.3,NORMAL,87,5.44,24,6
PULAU PINANG,URBAN,M,7.1,15.2,109,12.8,THINNESS,102,5.47,22,4
PULAU PINANG,URBAN,M,7.1,21,121.4,14.2,NORMAL,105,4.92,16.5,1
PULAU PINANG,URBAN,M,7.1,19.5,118,14,NORMAL,85,5.85,29,1
PULAU PINANG,URBAN,M,7,20.5,121.5,13.9,NORMAL,79,5.54,28.5,1
PULAU PINANG,RURAL,M,7.1,25,123,16.5,NORMAL,50,5.76,27.5,3
PULAU PINANG,RURAL,M,7,17,109,14.3,NORMAL,79,4.88,23.5,1
PULAU PINANG,URBAN,M,7.1,43.5,132.6,24.7,OBESITY,80,5.85,23.5,2
PULAU PINANG,RURAL,M,7,33,125,21.1,OBESITY,71,5.62,13.5,5
PULAU PINANG,URBAN,M,7.1,20.5,121.6,13.9,NORMAL,70,5.42,20,3
PULAU PINANG,RURAL,M,7.1,22.4,125,14.3,NORMAL,89,5.73,13,1
PULAU PINANG,RURAL,M,7.1,18,117.5,13,THINNESS,70,5.91,22,1
PUTRAJAYA,URBAN,M,7,16.2,108,13.9,NORMAL,102,4.81,23,7
PUTRAJAYA,URBAN,M,7.1,23.3,119.9,16.2,NORMAL,114,5.35,24.5,2
PUTRAJAYA,URBAN,M,7.1,37.1,124.9,23.8,OBESITY,80,5.39,18,7
PUTRAJAYA,URBAN,M,7.1,18.4,114,14.2,NORMAL,99,5.24,18,1
SABAH,RURAL,M,7,15.5,112.7,12.2,SEVERE THINNESS,140,4.3,33.5,9
SABAH,RURAL,M,7.1,20.04,114.5,15.3,NORMAL,140,4.03,35,6
SABAH,RURAL,M,7.1,19.5,118.4,13.9,NORMAL,127,4.1,35,6
SABAH,RURAL,M,7,25,136,13.5,NORMAL,130,4.39,30,9
SABAH,URBAN,M,7,19.04,115,14.4,NORMAL,136,4.04,28,7
SABAH,RURAL,M,7,22.5,118.5,16,NORMAL,130,4.2,28,8
SABAH,URBAN,M,7.1,29.9,126,18.8,OVERWEIGHT,120,4.57,35,8
SABAH,RURAL,M,7.1,20.2,115.3,15.2,NORMAL,127,4.64,32.5,8
SABAH,URBAN,M,7.1,30,124,19.5,OBESITY,140,4.46,33,5
SABAH,RURAL,M,7,19,120,13.2,NORMAL,113,4.5,32.5,9
SABAH,URBAN,M,7,18.5,120,12.8,THINNESS,97,4.16,38.5,9
SABAH,RURAL,M,7.1,29.3,125.8,18.5,OVERWEIGHT,126,4.59,32,7
SABAH,RURAL,M,7.1,14.6,119.5,10.2,SEVERE THINNESS,128,4.7,30,8
SABAH,URBAN,M,7.1,21.8,126,13.7,NORMAL,119,3.21,23,9
SABAH,URBAN,M,7.1,23,123,15.2,NORMAL,118,3.89,28,5
SABAH,URBAN,M,7.1,16.9,112,13.5,NORMAL,111,4.21,26,9
SABAH,URBAN,M,7.1,18.7,115.9,13.9,NORMAL,121,4.01,33,1
SABAH,RURAL,M,7.1,19.5,112,15.5,NORMAL,121,4.8,35,5
SABAH,RURAL,M,7.1,21,122,14.1,NORMAL,108,4.4,27,8
SABAH,URBAN,M,7,21.6,116,16.1,NORMAL,109,3.11,21.5,9
SABAH,URBAN,M,7,19,109,16,NORMAL,123,4.9,30,6
SABAH,URBAN,M,7.1,19,116,14.1,NORMAL,118,4.81,27.5,8
SABAH,RURAL,M,7,17.3,106,15.4,NORMAL,126,5.66,28,10
SABAH,RURAL,M,7.1,18.8,113,14.7,NORMAL,105,4.62,28,8
SABAH,RURAL,M,7,19.5,112.4,15.4,NORMAL,119,4.73,33,2
SABAH,RURAL,M,7.1,16.2,109,13.6,NORMAL,105,4.37,37.5,1
SABAH,RURAL,M,7.1,16,119,11.3,SEVERE THINNESS,149,4,25,1
SABAH,RURAL,M,7.1,20.6,119,14.5,NORMAL,133,4.56,23.5,5
